EmpNo,First Name,Last Name,Department,Wage,Project Completion Rate
7839,Jessica,Myers,Sales,27930.44,42.615208
5882,Justin,Mcneil,Sales,56191.78,42.619858
3524,Jessica,Cole,Research,91462.07,42.62092
7974,Tara,Reynolds,HR,51080.1,42.62486
8539,Jessica,Obrien,Sales,46144.21,42.62555
7757,John,Sanchez,Sales,92604.84,42.626534
1389,Rhonda,Smith,Research,31315.85,42.626564
9422,Shannon,Campbell,Research,90661.67,42.627403
9705,Roy,Oliver,Sales,31100.55,42.64034
7355,Robert,Williams,IT,11122.0,42.64254
242,Samantha,Evans,Testing,60275.16,42.644295
3108,Darrell,Barnes,Sales,44149.38,42.648216
8134,Charles,Rivera,HR,50094.64,42.6495
2216,Faith,Smith,IT,75583.4,42.650894
8022,Cynthia,Mendez,HR,12978.26,42.65222
2293,Jason,Chan,IT,76829.29,42.652435
1462,Amanda,Davis,IT,93900.94,42.66098
5222,Juan,George,HR,37964.15,42.667156
5195,Tracy,Jones,HR,26764.57,42.682743
6320,Elizabeth,Reyes,Testing,63919.0,42.68647
7836,Kristi,Allen,Research,93586.99,42.690903
6179,Vicki,Kline,Sales,33593.76,42.694782
9497,Megan,Sandoval,HR,65183.9,42.694817
1756,Kevin,Pearson,Sales,1877.05,42.6985
3445,Megan,Perez,HR,62247.57,42.702747
9717,Joshua,Mullins,Sales,88402.65,42.70652
6434,Kathleen,Watson,Sales,33141.68,42.709988
9029,Susan,Blair,HR,36273.04,42.71115
1911,Cindy,Middleton,HR,5048.69,42.712696
7737,Kristin,Garcia,Research,70442.03,42.71928
9922,Shawn,Chaney,Sales,85801.41,42.72217
7480,Amber,Heath,HR,80733.45,42.723118
3292,Gregory,Allison,HR,76520.94,42.724915
7700,Amy,Farmer,Sales,31211.04,42.72879
8307,Jeffery,Cortez,HR,24288.05,42.729465
390,Kelly,Smith,Research,44058.49,42.73026
8271,Billy,Davis,Testing,64031.74,42.742546
3710,Jennifer,Jackson,IT,83148.31,42.74775
5054,Holly,Davis,IT,47023.91,42.751976
3545,David,Bell,HR,97348.63,42.752296
2732,Scott,White,IT,3272.3,42.76108
5699,Erin,Jones,Sales,34915.95,42.768448
7722,Gabriel,Schultz,Testing,14055.31,42.782795
225,Julie,Lambert,HR,87062.36,42.787086
9354,Mrs.,Kristi,IT,66030.06,42.794765
3850,Crystal,Hamilton,Research,69989.78,42.799908
9415,David,Price,IT,84542.05,42.800465
1374,Regina,Pineda,HR,34800.38,42.801487
7627,Linda,Villarreal,Testing,17818.77,42.802986
4076,Candice,Ellison,Sales,65098.53,42.806515
2155,Louis,Moon,IT,4466.54,42.816097
7288,Jamie,Mcpherson,Research,2800.38,42.817326
2619,William,Burgess,IT,29157.62,42.820053
3628,Stephen,Roberts,Sales,75288.61,42.82041
8633,Melissa,Young,HR,25058.68,42.822212
1663,Julie,Shah,HR,73572.96,42.822796
7185,Ashley,Weiss,Research,9654.24,42.82411
9499,Maria,Duncan,Testing,47224.54,42.831287
826,George,Tate,Testing,85408.47,42.83512
6875,Ryan,Bonilla,Testing,58964.4,42.835697
5223,Scott,Roberts,IT,2856.15,42.83623
4107,William,Davidson,HR,82335.53,42.83752
5526,Hunter,Kane,IT,48133.14,42.83837
3070,Tyler,Bradley,Sales,17541.6,42.84007
4502,Joseph,Miller,IT,20907.31,42.84229
7825,Andrew,Garza,HR,81156.45,42.84635
3135,Susan,Acosta,Research,92767.64,42.848255
3446,Christopher,Andrews,Testing,11206.85,42.855907
2011,Cynthia,Ortega,IT,2432.6,42.86413
6558,Edwin,Hart,HR,78145.5,42.866646
6632,Katie,Taylor,HR,63341.55,42.883144
8449,Edwin,Good,Testing,28623.27,42.883324
7182,Katherine,Brady,Testing,76873.21,42.88381
1874,James,Anderson,Testing,23663.41,42.884094
9931,Mr.,Kyle,Testing,58898.84,42.89191
9892,Kelsey,Schneider,Research,76181.93,42.89843
1499,James,Lucas,HR,66545.24,42.90088
1148,Daniel,Martin,HR,5837.69,42.9085
9757,Victor,Castillo,HR,77766.21,42.909317
9219,William,Parker,Research,75439.02,42.91829
5569,Kathryn,Sanders,Research,54376.39,42.919155
8821,Adam,Morgan,Testing,50838.22,42.929226
1558,Gregory,Knox,Sales,89079.54,42.933067
5996,Jennifer,Salazar,Testing,89461.32,42.93463
5338,Shawn,Adkins,Testing,56142.52,42.935192
5599,Daniel,Valentine,IT,13186.81,42.939297
6439,Jerome,Miller,IT,2356.63,42.940666
4936,Gilbert,Kane,Testing,40434.82,42.94447
2518,Edward,Roberson,Testing,77815.99,42.94468
8575,Raymond,Smith,Sales,58750.33,42.944866
7001,Christina,Thompson,IT,30367.0,42.94594
5485,Erin,Phillips,IT,44229.74,42.946213
428,Maureen,Adams,Testing,74082.87,42.950054
7207,Matthew,Villa,Testing,22605.12,42.95198
9416,Amber,Baker,Sales,4104.78,42.952282
2582,Yolanda,White,Research,10695.95,42.953125
2432,Sean,Fuller,Testing,35095.43,42.956894
7944,Thomas,White,Testing,75635.74,42.962128
7193,Rebecca,Anderson,Sales,81671.67,42.964306
9121,William,Martin,Research,19914.5,42.969547
9068,Gregory,Williams,IT,35656.3,42.969685
1835,Anne,Welch,IT,21979.26,42.97086
530,Robert,Harrison,Sales,52149.24,42.971172
3925,Monique,Clark,IT,91367.06,42.9774
599,Philip,Bailey,Testing,84149.03,42.978027
8524,Wanda,Jones,Sales,90199.5,42.981842
6201,Jessica,Mcguire,Research,68813.21,42.98273
2844,Antonio,Gibson,Testing,80573.49,42.98942
4564,Jennifer,Schwartz,Sales,36173.29,42.99114
6054,Michael,Johnson,Research,40488.18,42.991264
3256,Glenn,Briggs,Research,21110.6,42.993023
6789,Jon,Ward,Research,85080.53,42.993694
4088,Rachel,Miller,HR,13235.8,42.99403
8502,Andrea,Warren,Research,84393.59,42.997036
4609,Alex,Mann,IT,95052.81,42.99956
1559,Angela,Hansen,IT,57613.43,43.00043
8059,Vickie,Schwartz,Sales,64352.64,43.000862
5375,Regina,Clark,Sales,12258.18,43.00127
1472,Edward,Hardy,IT,73482.5,43.006344
4391,Richard,Thompson,IT,54036.45,43.00677
7913,Ryan,Walker,IT,88527.29,43.006893
7584,Ashley,Edwards,Testing,22051.76,43.011696
1412,Nicholas,Soto,Research,11564.73,43.015594
8907,Daisy,Miller,HR,42449.6,43.019505
5382,Anthony,Torres,Sales,9759.81,43.022182
6225,Ashley,Brooks,IT,41053.55,43.025154
5568,Joshua,Dixon,HR,3158.43,43.0261
4146,Richard,Fowler,Research,11736.65,43.02805
4154,Mary,Buckley,Testing,81385.61,43.0297
4589,Mariah,Hardy,Sales,63254.46,43.03526
8221,Kimberly,Miller,Testing,59240.85,43.039333
6076,Christopher,Knapp,Research,59252.64,43.044212
4868,Robert,Schwartz,HR,25727.29,43.044327
8040,Molly,Rodriguez,HR,96033.42,43.049797
5442,Misty,Martin,Research,29396.43,43.051254
5757,Wendy,Johnson,IT,55211.63,43.05229
1081,Taylor,Mitchell,Sales,55111.29,43.05285
2287,John,Mitchell,Sales,423.12,43.05353
506,Mr.,Christopher,Testing,16551.66,43.055546
1163,Holly,Watson,Research,24651.63,43.05952
5481,Charles,Sherman,Sales,61663.29,43.060333
6050,Adam,Ortiz,Sales,24951.78,43.060368
9145,Donna,Mahoney,IT,63856.71,43.0629
5672,Terry,House,HR,95307.81,43.063107
3088,Jane,Richmond,HR,91436.06,43.069057
4464,Nicholas,Cummings,Testing,60719.03,43.06906
2489,Jeremy,Miller,Testing,47717.52,43.071487
2940,Luis,Morse,IT,16866.17,43.07938
6955,Timothy,Adams,Testing,74977.61,43.080677
2875,Susan,Hernandez,HR,6552.97,43.081486
9572,Denise,Brown,HR,15223.33,43.082584
2768,Emily,Miller,Testing,10550.77,43.084873
1167,Mr.,Brian,Testing,91740.6,43.08728
9672,Kimberly,Williams,Sales,91624.68,43.099182
8200,Elizabeth,Holland,Research,84971.46,43.099857
5929,Joshua,Gonzalez,HR,85326.58,43.10645
8021,Brian,Brown,HR,91026.52,43.119766
9530,Faith,Bradshaw,HR,36847.25,43.11983
3065,Brenda,Hall,IT,21364.3,43.12188
4711,Karen,Parker,Research,5895.9,43.128716
3270,Joseph,Dunn,HR,65586.16,43.1303
7527,James,Santos,Testing,6383.07,43.131676
8121,James,Rich,IT,92960.69,43.131844
4353,Samantha,Cole,Research,92832.45,43.139782
9378,Michael,Allen,HR,44725.56,43.14854
3958,Leah,Yates,Research,70723.72,43.14924
6072,Dr.,Derek,Testing,66903.79,43.15097
3537,Danielle,Richard,HR,79750.51,43.151253
1124,Timothy,Williams,Research,3012.5,43.154408
964,Bruce,Wilson,Testing,84174.45,43.15907
3047,Justin,Martin,IT,53467.62,43.160496
9591,Sarah,Castro,HR,9911.37,43.161766
1775,Paul,Gonzalez,Testing,7204.11,43.162025
1861,Tim,Bowman,IT,16687.81,43.1762
8360,Sydney,Valencia,Research,19204.32,43.177746
7768,Isaac,Strickland,HR,68463.81,43.18179
7045,Sarah,Valdez,IT,16787.2,43.18496
5393,Jose,Parsons,Sales,32910.65,43.18622
1702,David,Nichols,HR,15211.98,43.195667
3300,Derrick,Lindsey,HR,66082.95,43.201183
8278,James,Hughes,IT,3210.64,43.211967
2016,Laura,Lin,IT,26301.42,43.215633
8420,Randy,Johnson,HR,91779.33,43.216084
8895,Jessica,Garner,HR,16021.19,43.21617
2439,Lisa,Stuart,Testing,65554.79,43.220192
269,Glenn,Stephens,Research,56554.64,43.222713
2285,Daniel,Vincent,Research,45752.45,43.22292
3414,Brittany,Owen,HR,12097.35,43.223244
2002,Laura,Wright,Testing,15374.24,43.229404
8573,Matthew,Reynolds,IT,48696.24,43.22956
2617,Stephen,Hamilton,Testing,64068.01,43.230915
4978,Kevin,Rodriguez,Sales,40115.61,43.237118
9136,Joseph,Sullivan,IT,82680.84,43.239796
784,Michelle,Hernandez,Sales,45111.81,43.23982
3752,Brian,Frazier,Research,91199.42,43.243027
204,Riley,Woodard,HR,28288.35,43.24583
5274,Angel,Wells,Research,25175.21,43.246517
4474,Gabriel,Stone,IT,7668.32,43.248714
5378,Miss,Kathryn,Testing,80834.67,43.25026
6341,Alexandra,Cook,HR,86294.97,43.25368
9385,David,Smith,IT,25115.02,43.254436
2030,Jasmine,Winters,IT,95681.83,43.25839
4595,Sharon,Dixon,HR,33189.05,43.258938
4344,Carlos,Jackson,Testing,95188.19,43.265125
9243,Michael,Ford,Research,66252.84,43.26616
8178,Tamara,Stevenson,IT,78001.99,43.26747
6901,Tammy,Quinn,Sales,90037.95,43.268127
8390,Angela,Mcgrath,IT,33576.72,43.269596
9556,Yolanda,Newton,Testing,20819.28,43.27689
1731,David,Norman,Sales,25742.49,43.288246
3857,Christopher,Smith,HR,89191.81,43.29106
9329,Felicia,Bryant,HR,95654.29,43.297657
3865,Samantha,Perez,Testing,50997.97,43.300823
5563,Anne,Thompson,Testing,28476.2,43.309174
8260,Christopher,Delacruz,Sales,22445.57,43.30981
9569,Ricky,Page,Testing,84072.36,43.3136
4532,Samantha,Williams,HR,66639.04,43.314667
2174,Rebecca,Garcia,HR,85681.5,43.317177
5755,Jordan,Miller,Testing,24972.49,43.317307
4127,Kevin,Marks,HR,39124.7,43.318386
9004,Jose,Hodge,HR,76354.85,43.31944
4772,Gwendolyn,Oliver,IT,64630.48,43.32026
6755,Hannah,Brown,Research,86747.75,43.330437
6131,Christopher,Williamson,HR,19550.28,43.335873
1790,Curtis,Patton,Testing,35812.91,43.33766
4438,Joshua,Smith,HR,6689.98,43.342785
3435,Pamela,Estrada,Testing,48176.85,43.343277
4037,Christina,Lopez,Sales,8022.08,43.345764
5887,Erin,Moore,Sales,43698.24,43.347347
4114,Ryan,Koch,Research,30463.75,43.351486
3211,Jessica,Hood,Research,82796.35,43.356037
7532,Jared,Shaw,IT,93920.21,43.360626
1171,Susan,Ellison,IT,99779.09,43.363968
5920,Steven,Blair,Testing,73206.48,43.369263
8961,Hayley,Tucker,Testing,90803.29,43.370758
8703,George,Sanchez,Testing,46941.98,43.385323
7229,Natasha,Cline,Testing,19146.48,43.392136
5049,Jason,Johnson,HR,48598.41,43.39549
4973,Scott,Chaney,HR,3020.56,43.398964
9362,Brandi,Pugh,Research,87997.26,43.40268
23,Rodney,Bradley,Research,54887.26,43.403374
5930,Jennifer,Browning,HR,40984.1,43.41493
8721,Melanie,Jones,HR,44886.88,43.417057
9804,James,Norman,Testing,37506.55,43.423237
7232,John,Graham,IT,65972.79,43.425175
7212,Marilyn,Smith,HR,79736.71,43.428272
4292,Alexander,Kim,IT,93153.31,43.430237
1135,Patricia,Wells,IT,83065.07,43.433594
9204,Michael,Franco,Testing,24043.05,43.43381
3775,Mary,Alexander,Testing,77038.62,43.436146
9443,Mark,Black,HR,71538.34,43.44202
3712,Luis,Wilson,Sales,59135.63,43.447716
8002,Mary,Mclaughlin,Research,80550.38,43.45082
7529,Samantha,Miles,IT,19487.75,43.45216
4014,David,Hudson,Testing,63271.08,43.452656
4701,Donna,Fields,Testing,58637.87,43.4543
6008,James,Walton,IT,93272.79,43.457626
3058,Meghan,Hunt,Sales,79048.86,43.45986
8183,Daniel,Montgomery,HR,70005.22,43.461624
8375,Jennifer,Curtis,Research,81724.12,43.461876
3206,Alex,Nicholson,Testing,22387.33,43.46524
9979,Joshua,Mcmahon,IT,58754.33,43.465584
1106,Vincent,Rogers,Research,71483.49,43.467167
7138,Jason,Schwartz,Research,21729.23,43.471287
5295,Walter,Dennis,Testing,41263.63,43.473103
7305,Mallory,Hull,Testing,77637.75,43.477165
9680,Timothy,Wood,Sales,5690.28,43.489296
1563,Steven,Townsend,Research,13869.18,43.492558
6947,Brittany,Stein,Testing,29225.46,43.494984
4375,James,Ramos,IT,53920.21,43.508003
5691,Christopher,Mcdonald,Research,31508.65,43.50879
2481,Michelle,Randolph,IT,21572.37,43.509434
7759,Donald,Peterson,IT,483.87,43.51167
3990,Jeremy,Dennis,IT,22993.11,43.51458
5064,Annette,Todd,Testing,32753.43,43.520985
4703,John,Nash,HR,82572.29,43.523407
6573,Brad,Barry,HR,46838.79,43.527885
72,Lisa,Martin,HR,10937.48,43.532246
6552,Troy,Maldonado,Testing,49878.72,43.535755
1915,Chelsea,Morales,Research,80958.24,43.53596
4040,Paul,Parker,Sales,87060.85,43.53975
9581,Ronald,Gonzalez,HR,52222.44,43.544304
9317,Logan,Allen,Sales,51561.01,43.545532
2934,Paul,Stevens,Sales,57963.1,43.546143
5791,Russell,Andrews,Testing,14822.13,43.550842
7105,John,Zamora,Testing,88651.5,43.55257
6172,Noah,Wong,HR,44402.56,43.553288
7047,Terri,Blackburn,Testing,89837.41,43.561707
9268,Jeremy,Torres,IT,11599.82,43.561844
5860,Patricia,Taylor,Testing,79219.57,43.566418
4294,Kaitlyn,Lewis,HR,91064.37,43.571102
6142,Jonathan,Davis,IT,50993.71,43.574005
5042,David,Howard,HR,54436.53,43.57734
5802,Kimberly,Waller,Testing,41216.41,43.583424
8246,Christina,Hurley,Research,13068.75,43.586506
5041,Matthew,Williams,HR,65350.62,43.589256
8906,Becky,Peck,HR,45515.36,43.596275
2894,April,Lopez,Testing,41434.03,43.59896
1419,Mr.,Craig,Sales,17668.26,43.60916
296,Sandra,Morgan,Sales,67836.7,43.611595
4385,Denise,Raymond,Research,47882.48,43.61522
6646,Eric,Smith,HR,68671.98,43.622074
963,Joyce,Lopez,Testing,48378.06,43.624474
8188,William,Hurst,Testing,72441.68,43.631737
2218,Shawn,Cameron,Research,58414.25,43.634056
5310,Anne,Hodge,HR,97469.97,43.638145
5517,Danielle,Briggs,HR,55992.64,43.642086
6449,Jose,Hayes,Testing,252.98,43.648335
3168,Eric,Boyer,HR,39934.61,43.65223
442,Thomas,Mcguire,IT,17304.28,43.653934
5659,Kristin,Johnson,Testing,21271.21,43.65457
6263,Robert,Gonzalez,Research,77082.13,43.655266
7838,Jacqueline,Jones,Research,42892.61,43.66665
2965,Elizabeth,Diaz,IT,98277.26,43.66791
274,Jennifer,Harris,IT,69724.86,43.669006
5220,Sherry,Guerra,HR,3656.09,43.675312
6937,Sandra,Hale,Research,80292.02,43.679764
337,Jacob,Williams,Research,76368.18,43.680496
8072,Elizabeth,Duran,Sales,50760.12,43.68113
8834,Hannah,Marsh,HR,99725.39,43.681316
6983,Christian,Christensen,IT,56380.96,43.68191
4648,Patrick,Hanson,Sales,21244.41,43.68412
1236,Cheryl,Wood,Testing,18105.8,43.68682
2860,Laura,West,Sales,67828.61,43.690704
8587,Patrick,Miller,Research,17759.04,43.691338
8500,Roger,Conrad,IT,34925.34,43.693253
9749,Jacob,Roy,Sales,86220.15,43.69785
4263,Shannon,Salazar,Research,44894.77,43.7066
1533,Lisa,Knight,Research,61545.21,43.709248
6738,Timothy,Perry,Sales,92440.52,43.711437
8621,Laura,Rodriguez,Research,32613.61,43.71202
2177,Jeremy,Golden,Testing,26751.14,43.716835
2633,Vanessa,Morgan,Sales,72294.24,43.720093
1512,Justin,Leon,HR,27171.57,43.72085
6687,Carolyn,Fletcher,Research,41286.67,43.721478
5897,Patrick,Cooper,HR,82931.12,43.722385
2382,Marc,Sanchez,IT,88663.25,43.72388
4556,Johnny,Nguyen,Research,37143.14,43.725163
2451,Paul,Lee,Research,33328.52,43.73121
1562,Karen,Benjamin,HR,5017.46,43.731564
594,Jennifer,Hensley,Testing,49248.65,43.73443
3430,William,Hall,Sales,73104.49,43.754955
9927,Douglas,Livingston,Sales,19276.2,43.75537
7150,Jennifer,Weiss,Testing,8209.38,43.75649
7864,Antonio,Olson,HR,50619.71,43.75705
2147,Jermaine,Russo,Sales,75476.04,43.75747
9619,Michael,Ortiz,Research,32537.77,43.75853
1277,Sheri,Gregory,IT,96347.41,43.758625
2596,Tina,Rivera,Testing,77341.67,43.760925
1285,Theresa,Hinton,Testing,87419.53,43.76102
7957,Megan,Richardson,Sales,48805.35,43.762486
8692,Thomas,Elliott,Testing,28972.97,43.762875
158,Raymond,Donaldson,Testing,73012.04,43.7724
9085,Joseph,Barnes,Testing,58994.22,43.774906
8311,James,Brown,Research,54586.92,43.77632
6650,Daniel,Thomas,Testing,91664.36,43.77986
4623,Pamela,Morgan,HR,16417.99,43.784016
6194,Roger,Vega,Research,91270.81,43.78435
5075,Maria,Jackson,Sales,56142.48,43.785465
5284,Mary,Cruz,Research,82820.88,43.786896
261,Natalie,Ward,Sales,82895.49,43.78778
6698,Michael,Ball,Research,49337.98,43.790157
3424,Megan,Clark,Testing,69367.42,43.801342
838,Crystal,Williamson,HR,1531.18,43.803074
6706,Rachel,Nelson,Sales,36244.35,43.805687
6335,Miss,Rebecca,IT,90613.77,43.806328
7992,Jamie,Williams,HR,26884.11,43.80795
7073,Catherine,Johnson,HR,3580.22,43.810856
8912,Stephanie,Morales,IT,41355.51,43.815365
1651,Adam,Gonzalez,HR,98615.88,43.824272
1315,Amanda,Pitts,Sales,88430.97,43.828148
1089,Cheryl,Wilson,IT,14330.11,43.82967
9383,Christina,Garrison,Testing,39748.75,43.830177
9259,Diana,Guzman,HR,28858.2,43.83062
4574,Eduardo,Jenkins,Research,19675.96,43.8323
1455,Michael,Sullivan,Research,57911.88,43.836445
3720,Colin,Jones,HR,57930.72,43.83784
2501,Andrea,Burns,HR,53319.54,43.839714
1655,Benjamin,Huang,HR,59557.48,43.84219
7383,Julie,Blanchard,IT,36211.28,43.84445
461,Steven,Brown,Research,89869.76,43.860653
9970,Antonio,Parks,Sales,15574.54,43.861668
4585,Roger,Park,Testing,69060.28,43.862812
3100,Leslie,Greene,Testing,85602.77,43.865707
5116,Glenn,Gray,Testing,82171.04,43.871407
5988,Jacob,Mckenzie,Sales,83468.09,43.877956
164,Tara,Trevino,IT,33022.79,43.87977
8883,Amy,Martinez,Sales,56367.47,43.88012
71,Glenn,Jackson,HR,66534.17,43.885887
614,Sarah,Howard,HR,30138.24,43.888386
2163,Timothy,Smith,Testing,11789.48,43.88953
4942,Joshua,Zimmerman,HR,81156.21,43.89059
3151,Wanda,Sanders,Testing,20101.04,43.89403
5,Mark,Daugherty,Testing,27426.32,43.89882
8150,Kylie,Watson,HR,569.89,43.900562
2822,William,Byrd,Research,79695.85,43.907597
3252,Jessica,Stephens,Sales,89411.53,43.914467
7134,Diana,Whitaker,Sales,13415.71,43.91676
7309,Travis,Fowler,Research,7499.76,43.91703
3669,Amanda,Johnson,Research,49875.29,43.926907
695,William,Howard,Sales,79983.61,43.928097
4888,Blake,Reed,Research,68341.22,43.92883
7227,Natalie,Lewis,IT,58500.35,43.937965
1282,Joseph,Barnett,IT,74349.72,43.938168
4471,Joseph,Torres,Research,63650.92,43.93969
3390,Angel,Williams,HR,71393.5,43.94004
1404,Shawn,Johnson,HR,86308.3,43.94281
6803,Justin,Martinez,HR,34951.65,43.944393
1947,Amanda,Fitzgerald,Research,84771.53,43.945835
1093,Ashley,Chang,HR,77054.65,43.946636
4959,Jean,Hall,Sales,86288.8,43.951756
5748,Bailey,Warren,IT,29804.01,43.952682
9280,Andres,Welch,Research,34759.7,43.954647
820,Nicholas,Johnson,Research,81936.0,43.96405
7312,Nicholas,Santiago,Sales,27837.71,43.969852
7272,Brittany,Harper,Research,19769.44,43.972248
4190,Lindsey,Mason,Research,19997.7,43.976654
7303,David,Rangel,Testing,18228.84,43.978077
4728,Philip,Ward,HR,23978.68,43.986916
466,Julie,Duke,HR,27410.85,43.992977
1087,Dustin,Hernandez,HR,47537.9,43.99312
8494,Adam,Anderson,Sales,67147.25,43.996346
7965,Aaron,Baker,Research,29688.9,43.99846
2012,Jeremy,Brown,HR,68685.72,44.00011
1061,Lindsay,Delgado,IT,50409.31,44.000317
5036,Jose,Pitts,IT,63524.41,44.00479
183,Christopher,Herrera,IT,15653.73,44.015675
5251,Stephanie,Evans,HR,83096.88,44.01724
5735,Corey,Watson,IT,32667.52,44.0233
3964,Nicholas,Flores,Research,30585.5,44.023415
1601,Anthony,Wilson,HR,52525.25,44.02413
829,Sharon,Hughes,HR,89773.6,44.024742
3245,Javier,Meyer,Testing,49920.31,44.02499
55,Michael,Adams,Testing,76704.42,44.029438
4073,Stephanie,Baker,Testing,71654.07,44.030254
8740,Samantha,Jordan,Testing,79246.44,44.035828
4507,Denise,Torres,Testing,73815.82,44.03736
2441,Derek,Christensen,IT,75183.33,44.038143
4968,Marie,Brown,IT,10568.06,44.03845
3980,Brittany,Johnson,Testing,30652.58,44.04098
2057,Ashley,Lawrence,Research,63546.47,44.04283
1212,Brittany,Yang,HR,23217.97,44.04345
3999,Miguel,Alexander,Sales,28105.92,44.050278
1936,Cody,Ware,HR,52963.98,44.055107
6661,Kenneth,Warren,Research,79558.16,44.058537
1937,Lisa,Harris,Sales,75818.8,44.059216
1815,Brian,Franco,HR,44397.65,44.0626
9893,Kenneth,Mendoza,Sales,42667.04,44.06642
5521,Kristine,Johnson,Testing,98969.26,44.067177
6686,Julia,Neal,Sales,5019.78,44.070038
8369,Gina,Walter,Sales,77906.22,44.082317
1338,Francisco,Hendricks,Testing,64732.89,44.086452
9480,Melanie,Smith,Sales,87031.75,44.090157
8244,Linda,Bates,HR,99277.64,44.090897
9275,Tina,Perez,Sales,17343.75,44.093792
9504,Amanda,Chandler,HR,83538.98,44.09381
5239,Ryan,Mcdonald,Testing,17196.25,44.09499
913,Cassidy,Mcdonald,HR,5372.59,44.097347
9233,Kiara,Bailey,Sales,47716.26,44.10037
7643,Kathleen,Jones,Sales,40158.28,44.10321
3664,Lisa,Avery,HR,97186.63,44.104202
7916,Cheryl,Fisher,Sales,95841.44,44.10475
1205,Zachary,Brown,IT,4454.78,44.104855
2928,Randy,Klein,HR,57890.59,44.106842
3965,Lisa,Leon,Research,83781.27,44.108067
4223,Bryan,Adams,IT,37499.45,44.109135
4713,Rebecca,Watkins,Sales,83496.74,44.110073
5820,Kiara,Huffman,Testing,57048.47,44.11619
3092,Kim,Wright,Research,76964.57,44.12152
8127,Tammy,Rodriguez,Research,93386.16,44.121567
5827,Joyce,Morris,Research,97401.37,44.127502
6177,William,Hill,Sales,91299.88,44.127815
7003,Dean,Smith,Sales,22223.9,44.130165
4739,Shelby,Cook,Testing,3061.76,44.137264
727,Troy,Barton,Sales,47692.56,44.137535
7774,Monica,Bradford,Sales,67204.86,44.142754
8235,Louis,Lambert,IT,70770.57,44.146492
9882,Christopher,Thomas,Sales,6852.73,44.14794
761,Tina,Chandler,IT,40316.6,44.152477
8143,Leslie,Russell,Testing,37075.76,44.154755
6136,Sara,Hall,IT,63044.72,44.155025
8980,Michele,Patel,Testing,20498.46,44.159264
6596,Robert,Middleton,Sales,93474.56,44.160297
9120,Jesse,Taylor,Research,52590.68,44.161007
895,Matthew,Simpson,IT,22876.05,44.16389
8599,Michael,Diaz,Testing,94993.37,44.166508
2044,Abigail,Vincent,Sales,16443.23,44.166897
7459,Joseph,Richards,Research,3624.24,44.16722
4207,Lisa,Harvey,Research,64258.36,44.16803
9287,Amanda,Williams,Sales,24029.95,44.16943
3333,Mary,Villegas,Testing,89199.8,44.17074
1047,Blake,Kim,HR,70536.47,44.171463
3680,Gary,Bentley,Testing,89563.48,44.171627
6174,Mrs.,Sheri,Research,21394.38,44.171703
6993,Kelly,Hamilton,Testing,31686.06,44.17317
6367,Angela,Smith,Research,67196.84,44.18804
3514,Julie,Yu,Testing,66647.11,44.18954
823,James,Murphy,HR,51996.04,44.189697
2363,Hunter,Barrett,Research,40444.01,44.193058
7325,Adam,Moore,HR,43116.83,44.195217
8060,Casey,Lee,IT,89318.0,44.20412
27,Lucas,Simmons,HR,64853.03,44.21425
4419,Kelly,Jackson,IT,61315.37,44.214584
8815,Erin,Franklin,IT,43957.71,44.215496
9798,Jennifer,Shaw,Research,54056.55,44.21796
8616,Kimberly,Harvey,HR,47506.41,44.222775
4173,Lori,Matthews,IT,7618.18,44.226448
9492,Beth,Johnson,Testing,21891.35,44.229904
6419,Sharon,Palmer,Research,24274.69,44.23445
4324,Katie,Johnson,Research,87219.47,44.238422
4860,Yolanda,Decker,Research,39612.68,44.23858
2862,Jessica,Stevenson,HR,63045.05,44.240753
3993,Terry,Flores,IT,549.29,44.2425
6226,Nicole,Mccormick,IT,87126.52,44.24296
7594,Lindsay,Chapman,IT,56875.95,44.247646
4540,Stacey,Mccall,Testing,34453.5,44.25007
3904,Gregory,Jones,Sales,33084.35,44.257492
4082,Wendy,Brown,Research,59119.95,44.25792
8851,Alexis,Davies,IT,81057.86,44.25861
9295,Kathleen,Cameron,HR,37389.07,44.259026
6296,Mr.,Carl,Testing,1839.81,44.262848
53,John,Armstrong,Sales,82137.03,44.264183
3599,Courtney,Reed,Testing,23747.55,44.271267
3247,Tamara,Jackson,IT,26935.99,44.275578
2912,Adam,Garrett,Research,24122.42,44.28122
5506,Sean,Lawson,IT,29794.1,44.282925
5931,Jennifer,Salas,IT,86011.24,44.285515
4548,Angel,Ramos,HR,34561.88,44.290916
4981,Anthony,Scott,IT,41978.9,44.2929
1675,Kirk,Lopez,IT,55488.67,44.29845
2428,Evan,Gutierrez,Testing,6280.67,44.302517
6158,Cheryl,Arroyo,Sales,52239.59,44.303486
5868,Gabrielle,Allison,Research,1972.61,44.30698
5019,Raymond,Burns,Research,39888.22,44.30778
2247,Allison,Miller,IT,47758.59,44.310223
7276,Edward,Myers,Sales,76658.42,44.317905
4418,Rachel,Pruitt,Testing,83619.8,44.322
2237,Lauren,Villegas,HR,39355.42,44.32226
7447,Michelle,Giles,HR,22842.8,44.32482
268,Chad,Douglas,IT,456.9,44.325706
1909,Jeffrey,Rhodes,Sales,37822.87,44.328484
7330,Melissa,Jones,Research,62560.48,44.328823
8540,Benjamin,Cross,Research,35251.05,44.33118
6058,Michele,Taylor,Research,18699.73,44.331802
1643,Angela,Bradshaw,HR,91550.09,44.344288
